,country,food_category,total_consumption,total_co2_emission,states
1031,Peru,Rice,48.92,62.6,South America
1032,Peru,Soybeans,1.59,0.72,South America
1033,Peru,Wheat and Wheat Products,56.120000000000005,10.7,South America
1034,Philippines,Beef,4.06,125.28,Asia
1035,Philippines,Eggs,4.02,3.69,Asia
1036,Philippines,Fish,28.51,45.52,Asia
1037,Philippines,Lamb & Goat,0.56,19.610000000000003,Asia
1038,Philippines,Milk - inc. cheese,15.66,22.31,Asia
1039,Philippines,Nuts inc. Peanut Butter,2.08,3.68,Asia
1040,Philippines,Pork,18.4,65.13,Asia
1041,Philippines,Poultry,11.91,12.79,Asia
1042,Philippines,Rice,119.44,152.85000000000002,Asia
1043,Philippines,Soybeans,0.03,0.01,Asia
1044,Philippines,Wheat and Wheat Products,23.12,4.41,Asia
1045,Poland,Beef,2.32,71.59,Europe
1046,Poland,Eggs,7.53,6.92,Europe
1047,Poland,Fish,10.49,16.75,Europe
1048,Poland,Lamb & Goat,0.02,0.7,Europe
1049,Poland,Milk - inc. cheese,205.39,292.56,Europe
1050,Poland,Nuts inc. Peanut Butter,2.23,3.95,Europe
1051,Poland,Pork,46.190000000000005,163.49,Europe
1052,Poland,Poultry,27.41,29.44,Europe
1053,Poland,Rice,0.95,1.22,Europe
1054,Poland,Soybeans,0.06,0.03,Europe
1055,Poland,Wheat and Wheat Products,108.83,20.75,Europe
1056,Portugal,Beef,16.45,507.61,Europe
1057,Portugal,Eggs,9.05,8.31,Europe
1058,Portugal,Fish,45.39,72.47,Europe
1059,Portugal,Lamb & Goat,2.38,83.35,Europe
1060,Portugal,Milk - inc. cheese,205.04,292.06,Europe
1061,Portugal,Nuts inc. Peanut Butter,3.91,6.92,Europe
1062,Portugal,Pork,37.91,134.18,Europe
1063,Portugal,Poultry,30.14,32.379999999999995,Europe
1064,Portugal,Rice,14.86,19.02,Europe
1065,Portugal,Soybeans,0.01,0.0,Europe
1066,Portugal,Wheat and Wheat Products,94.3,17.979999999999997,Europe
1067,Romania,Beef,4.78,147.5,Europe
1068,Romania,Eggs,12.94,11.89,Europe
1069,Romania,Fish,6.07,9.69,Europe
1070,Romania,Lamb & Goat,3.41,119.42,Europe
1071,Romania,Milk - inc. cheese,238.33,339.48,Europe
1072,Romania,Nuts inc. Peanut Butter,1.8,3.19,Europe
1073,Romania,Pork,25.31,89.58,Europe
1074,Romania,Poultry,15.38,16.52,Europe
1075,Romania,Rice,2.59,3.31,Europe
1076,Romania,Soybeans,0.01,0.0,Europe
1077,Romania,Wheat and Wheat Products,134.87,25.72,Europe
1078,Russia,Beef,16.979999999999997,523.97,Europe
1079,Russia,Eggs,15.43,14.17,Europe
1080,Russia,Fish,20.82,33.24,Europe
1081,Russia,Lamb & Goat,1.4,49.03,Europe
1082,Russia,Milk - inc. cheese,163.57,232.99,Europe
1083,Russia,Nuts inc. Peanut Butter,1.62,2.87,Europe
1084,Russia,Pork,25.66,90.82,Europe
1085,Russia,Poultry,27.5,29.54,Europe
1086,Russia,Rice,4.71,6.03,Europe
1087,Russia,Soybeans,0.05,0.02,Europe
1088,Russia,Wheat and Wheat Products,130.99,24.98,Europe
1089,Rwanda,Beef,2.53,78.07,Africa
1090,Rwanda,Eggs,0.16,0.15,Africa
1091,Rwanda,Fish,3.88,6.2,Africa
1092,Rwanda,Lamb & Goat,1.93,67.59,Africa
1093,Rwanda,Milk - inc. cheese,7.23,10.3,Africa
1094,Rwanda,Nuts inc. Peanut Butter,0.58,1.03,Africa
1095,Rwanda,Pork,0.76,2.69,Africa
1096,Rwanda,Poultry,1.34,1.44,Africa
1097,Rwanda,Rice,8.7,11.13,Africa
1098,Rwanda,Soybeans,1.93,0.8700000000000001,Africa
1099,Rwanda,Wheat and Wheat Products,11.34,2.16,Africa
1100,Saudi Arabia,Beef,6.45,199.03,Asia
1101,Saudi Arabia,Eggs,5.37,4.930000000000001,Asia
1102,Saudi Arabia,Fish,11.99,19.14,Asia
1103,Saudi Arabia,Lamb & Goat,6.54,229.03,Asia
1104,Saudi Arabia,Milk - inc. cheese,83.64999999999999,119.15,Asia
1105,Saudi Arabia,Nuts inc. Peanut Butter,3.23,5.72,Asia
1106,Saudi Arabia,Pork,0.0,0.0,Asia
1107,Saudi Arabia,Poultry,49.05,52.690000000000005,Asia
1108,Saudi Arabia,Rice,36.02,46.09,Asia
1109,Saudi Arabia,Soybeans,0.05,0.02,Asia
1110,Saudi Arabia,Wheat and Wheat Products,89.47,17.06,Asia
1111,Senegal,Beef,5.85,180.52,Africa
1112,Senegal,Eggs,1.63,1.5,Africa
1113,Senegal,Fish,22.94,36.63,Africa
1114,Senegal,Lamb & Goat,3.19,111.71,Africa
1115,Senegal,Milk - inc. cheese,16.86,24.02,Africa
1116,Senegal,Nuts inc. Peanut Butter,4.03,7.13,Africa
1117,Senegal,Pork,0.94,3.33,Africa
1118,Senegal,Poultry,4.619999999999999,4.96,Africa
1119,Senegal,Rice,72.29,92.51,Africa
1120,Senegal,Soybeans,0.0,0.0,Africa
1121,Senegal,Wheat and Wheat Products,37.32,7.119999999999999,Africa
1122,Serbia,Beef,7.05,217.55,Europe
1123,Serbia,Eggs,8.89,8.17,Europe
1124,Serbia,Fish,5.59,8.93,Europe
1125,Serbia,Lamb & Goat,3.56,124.67,Europe
1126,Serbia,Milk - inc. cheese,148.53,211.57,Europe
1127,Serbia,Nuts inc. Peanut Butter,3.31,5.859999999999999,Europe
1128,Serbia,Pork,32.04,113.41,Europe
1129,Serbia,Poultry,10.64,11.43,Europe
1130,Serbia,Rice,1.22,1.56,Europe
1131,Serbia,Soybeans,0.0,0.0,Europe
1132,Serbia,Wheat and Wheat Products,105.88,20.19,Europe
1133,Sierra Leone,Beef,1.99,61.41,Africa
1134,Sierra Leone,Eggs,1.92,1.76,Africa
1135,Sierra Leone,Fish,32.03,51.14,Africa
1136,Sierra Leone,Lamb & Goat,0.65,22.76,Africa
1137,Sierra Leone,Milk - inc. cheese,7.0,9.97,Africa
1138,Sierra Leone,Nuts inc. Peanut Butter,5.57,9.86,Africa
1139,Sierra Leone,Pork,1.22,4.319999999999999,Africa
1140,Sierra Leone,Poultry,4.970000000000001,5.34,Africa
1141,Sierra Leone,Rice,103.3,132.19,Africa
1142,Sierra Leone,Soybeans,0.0,0.0,Africa
1143,Sierra Leone,Wheat and Wheat Products,8.719999999999999,1.66,Africa
1144,Slovakia,Beef,5.19,160.15,Europe
1145,Slovakia,Eggs,16.05,14.739999999999998,Europe
1146,Slovakia,Fish,8.39,13.4,Europe
1147,Slovakia,Lamb & Goat,0.16,5.6,Europe
1148,Slovakia,Milk - inc. cheese,143.14,203.89,Europe
1149,Slovakia,Nuts inc. Peanut Butter,3.7,6.55,Europe
1150,Slovakia,Pork,31.78,112.49,Europe
1151,Slovakia,Poultry,15.13,16.25,Europe
1152,Slovakia,Rice,2.88,3.69,Europe
1153,Slovakia,Soybeans,0.02,0.01,Europe
1154,Slovakia,Wheat and Wheat Products,123.62,23.57,Europe
1155,Slovenia,Beef,18.43,568.71,Europe
1156,Slovenia,Eggs,9.36,8.6,Europe
1157,Slovenia,Fish,7.76,12.39,Europe
1158,Slovenia,Lamb & Goat,0.7899999999999999,27.67,Europe
1159,Slovenia,Milk - inc. cheese,235.01,334.75,Europe
1160,Slovenia,Nuts inc. Peanut Butter,5.28,9.35,Europe
1161,Slovenia,Pork,28.19,99.78,Europe
1162,Slovenia,Poultry,23.46,25.2,Europe
1163,Slovenia,Rice,3.95,5.05,Europe
1164,Slovenia,Soybeans,0.75,0.3399999999999999,Europe
1165,Slovenia,Wheat and Wheat Products,103.43,19.72,Europe
1166,South Africa,Beef,18.03,556.37,Africa
1167,South Africa,Eggs,7.21,6.619999999999999,Africa
1168,South Africa,Fish,5.56,8.88,Africa
1169,South Africa,Lamb & Goat,4.28,149.89,Africa
1170,South Africa,Milk - inc. cheese,55.75,79.41000000000001,Africa
1171,South Africa,Nuts inc. Peanut Butter,1.04,1.84,Africa
1172,South Africa,Pork,4.159999999999999,14.72,Africa
1173,South Africa,Poultry,37.57,40.36,Africa
1174,South Africa,Rice,17.41,22.28,Africa
1175,South Africa,Soybeans,1.27,0.5700000000000001,Africa
1176,South Africa,Wheat and Wheat Products,60.13,11.47,Africa
1177,South Korea,Beef,14.53,448.37,Asia
1178,South Korea,Eggs,11.239999999999998,10.33,Asia
1179,South Korea,Fish,33.09,52.83,Asia
1180,South Korea,Lamb & Goat,0.14,4.9,Asia
1181,South Korea,Milk - inc. cheese,29.05,41.38,Asia
1182,South Korea,Nuts inc. Peanut Butter,4.88,8.639999999999999,Asia
1183,South Korea,Pork,32.760000000000005,115.95,Asia
1184,South Korea,Poultry,16.0,17.19,Asia
1185,South Korea,Rice,85.17999999999999,109.0,Asia
1186,South Korea,Soybeans,8.350000000000001,3.76,Asia
1187,South Korea,Wheat and Wheat Products,50.84,9.7,Asia
1188,Spain,Beef,12.15,374.92,Europe
1189,Spain,Eggs,13.32,12.239999999999998,Europe
1190,Spain,Fish,28.83,46.03,Europe
1191,Spain,Lamb & Goat,2.16,75.64,Europe
1192,Spain,Milk - inc. cheese,164.29,234.01,Europe
1193,Spain,Nuts inc. Peanut Butter,7.44,13.17,Europe
1194,Spain,Pork,48.92,173.15,Europe
1195,Spain,Poultry,28.630000000000003,30.75,Europe
1196,Spain,Rice,8.32,10.65,Europe
1197,Spain,Soybeans,0.02,0.01,Europe
1198,Spain,Wheat and Wheat Products,93.88,17.9,Europe
1199,Sri Lanka,Beef,1.38,42.58,Asia
1200,Sri Lanka,Eggs,4.57,4.2,Asia
1201,Sri Lanka,Fish,24.92,39.790000000000006,Asia
1202,Sri Lanka,Lamb & Goat,0.09,3.15,Asia
1203,Sri Lanka,Milk - inc. cheese,34.98,49.83,Asia
1204,Sri Lanka,Nuts inc. Peanut Butter,1.09,1.93,Asia
1205,Sri Lanka,Pork,0.05,0.18,Asia
1206,Sri Lanka,Poultry,4.96,5.33,Asia
1207,Sri Lanka,Rice,109.72,140.41,Asia
1208,Sri Lanka,Soybeans,0.0,0.0,Asia
1209,Sri Lanka,Wheat and Wheat Products,37.01,7.06,Asia
1210,Swaziland,Beef,15.1,465.95,Africa
1211,Swaziland,Eggs,1.5,1.38,Africa
1212,Swaziland,Fish,1.26,2.01,Africa
1213,Swaziland,Lamb & Goat,1.94,67.94000000000001,Africa
1214,Swaziland,Milk - inc. cheese,56.6,80.61999999999999,Africa
1215,Swaziland,Nuts inc. Peanut Butter,6.44,11.4,Africa
1216,Swaziland,Pork,2.43,8.6,Africa
1217,Swaziland,Poultry,6.18,6.64,Africa
1218,Swaziland,Rice,21.15,27.07,Africa
1219,Swaziland,Soybeans,0.55,0.25,Africa
1220,Swaziland,Wheat and Wheat Products,37.15,7.08,Africa
1221,Sweden,Beef,24.58,758.49,Europe
1222,Sweden,Eggs,13.37,12.28,Europe
1223,Sweden,Fish,23.86,38.1,Europe
1224,Sweden,Lamb & Goat,1.41,49.38,Europe
1225,Sweden,Milk - inc. cheese,341.23,486.05,Europe
1226,Sweden,Nuts inc. Peanut Butter,6.23,11.03,Europe
1227,Sweden,Pork,37.0,130.96,Europe
1228,Sweden,Poultry,16.64,17.87,Europe
1229,Sweden,Rice,5.96,7.63,Europe
1230,Sweden,Soybeans,0.13,0.06,Europe
1231,Sweden,Wheat and Wheat Products,79.59,15.18,Europe
1232,Switzerland,Beef,21.26,656.04,Europe
1233,Switzerland,Eggs,10.53,9.67,Europe
1234,Switzerland,Fish,13.48,21.52,Europe
1235,Switzerland,Lamb & Goat,1.42,49.73,Europe
1236,Switzerland,Milk - inc. cheese,318.69,453.94,Europe
1237,Switzerland,Nuts inc. Peanut Butter,9.27,16.41,Europe
1238,Switzerland,Pork,31.49,111.46,Europe
1239,Switzerland,Poultry,16.38,17.6,Europe
1240,Switzerland,Rice,2.43,3.11,Europe
1241,Switzerland,Soybeans,0.44,0.2,Europe
1242,Switzerland,Wheat and Wheat Products,89.51,17.07,Europe
1243,Taiwan. ROC,Beef,5.21,160.76999999999998,others
1244,Taiwan. ROC,Eggs,13.08,12.02,others
1245,Taiwan. ROC,Fish,18.29,29.2,others
1246,Taiwan. ROC,Lamb & Goat,0.92,32.220000000000006,others
1247,Taiwan. ROC,Milk - inc. cheese,41.720000000000006,59.43,others
1248,Taiwan. ROC,Nuts inc. Peanut Butter,9.06,16.04,others
1249,Taiwan. ROC,Pork,39.37,139.35000000000002,others
1250,Taiwan. ROC,Poultry,32.13,34.51,others
1251,Taiwan. ROC,Rice,45.85,58.67,others
1252,Taiwan. ROC,Soybeans,16.95,7.63,others
1253,Taiwan. ROC,Wheat and Wheat Products,50.92,9.71,others
1254,Tanzania,Beef,6.09,187.92,Africa
1255,Tanzania,Eggs,0.58,0.53,Africa
1256,Tanzania,Fish,5.5,8.78,Africa
1257,Tanzania,Lamb & Goat,1.28,44.83,Africa
1258,Tanzania,Milk - inc. cheese,40.290000000000006,57.39,Africa
1259,Tanzania,Nuts inc. Peanut Butter,5.94,10.51,Africa
1260,Tanzania,Pork,0.32,1.13,Africa
1261,Tanzania,Poultry,1.84,1.98,Africa
1262,Tanzania,Rice,21.01,26.89,Africa
1263,Tanzania,Soybeans,0.04,0.02,Africa
1264,Tanzania,Wheat and Wheat Products,15.94,3.04,Africa
1265,Thailand,Beef,2.56,79.0,Asia
1266,Thailand,Eggs,12.35,11.34,Asia
1267,Thailand,Fish,19.45,31.06,Asia
1268,Thailand,Lamb & Goat,0.05,1.75,Asia
1269,Thailand,Milk - inc. cheese,29.35,41.81,Asia
1270,Thailand,Nuts inc. Peanut Butter,1.5,2.66,Asia
1271,Thailand,Pork,13.0,46.01,Asia
1272,Thailand,Poultry,13.69,14.71,Asia
1273,Thailand,Rice,114.57,146.62,Asia
1274,Thailand,Soybeans,2.13,0.96,Asia
1275,Thailand,Wheat and Wheat Products,10.93,2.08,Asia
1276,Togo,Beef,1.53,47.21,Africa
1277,Togo,Eggs,0.8600000000000001,0.7899999999999999,Africa
1278,Togo,Fish,11.69,18.67,Africa
1279,Togo,Lamb & Goat,1.58,55.33,Africa
1280,Togo,Milk - inc. cheese,7.96,11.34,Africa
1281,Togo,Nuts inc. Peanut Butter,3.59,6.35,Africa
1282,Togo,Pork,1.57,5.56,Africa
1283,Togo,Poultry,6.63,7.119999999999999,Africa
1284,Togo,Rice,25.99,33.260000000000005,Africa
1285,Togo,Soybeans,0.01,0.0,Africa
1286,Togo,Wheat and Wheat Products,12.91,2.46,Africa
1287,Trinidad and Tobago,Beef,6.13,189.16,North America
1288,Trinidad and Tobago,Eggs,4.2,3.86,North America
1289,Trinidad and Tobago,Fish,20.54,32.8,North America
1290,Trinidad and Tobago,Lamb & Goat,2.79,97.71,North America
1291,Trinidad and Tobago,Milk - inc. cheese,103.8,147.85000000000002,North America
1292,Trinidad and Tobago,Nuts inc. Peanut Butter,3.78,6.69,North America
1293,Trinidad and Tobago,Pork,8.92,31.57,North America
1294,Trinidad and Tobago,Poultry,58.27,62.59,North America
1295,Trinidad and Tobago,Rice,16.38,20.96,North America
1296,Trinidad and Tobago,Soybeans,0.04,0.02,North America
1297,Trinidad and Tobago,Wheat and Wheat Products,90.17,17.2,North America
1298,Tunisia,Beef,5.53,170.64,Africa
1299,Tunisia,Eggs,7.67,7.05,Africa
1300,Tunisia,Fish,12.63,20.17,Africa
1301,Tunisia,Lamb & Goat,5.34,187.01,Africa
1302,Tunisia,Milk - inc. cheese,114.47,163.05,Africa
1303,Tunisia,Nuts inc. Peanut Butter,6.34,11.22,Africa
1304,Tunisia,Pork,0.0,0.0,Africa
1305,Tunisia,Poultry,18.5,19.87,Africa
1306,Tunisia,Rice,1.07,1.37,Africa
1307,Tunisia,Soybeans,1.88,0.8500000000000001,Africa
1308,Tunisia,Wheat and Wheat Products,197.5,37.66,Africa
1309,Turkey,Beef,11.64,359.19,Asia
1310,Turkey,Eggs,8.2,7.53,Asia
1311,Turkey,Fish,5.58,8.91,Asia
1312,Turkey,Lamb & Goat,4.68,163.89,Asia
1313,Turkey,Milk - inc. cheese,193.94,276.25,Asia
1314,Turkey,Nuts inc. Peanut Butter,7.970000000000001,14.11,Asia
1315,Turkey,Pork,0.01,0.04,Asia
1316,Turkey,Poultry,18.78,20.17,Asia
1317,Turkey,Rice,10.739999999999998,13.739999999999998,Asia
1318,Turkey,Soybeans,1.71,0.77,Asia
1319,Turkey,Wheat and Wheat Products,169.96,32.41,Asia
1320,United States,Beef,36.24,1118.29,North America
1321,United States,Eggs,14.58,13.39,North America
1322,United States,Fish,12.35,19.72,North America
1323,United States,Lamb & Goat,0.43,15.06,North America
1324,United States,Milk - inc. cheese,254.69,362.78,North America
1325,United States,Nuts inc. Peanut Butter,7.859999999999999,13.91,North America
1326,United States,Pork,27.64,97.83,North America
1327,United States,Poultry,50.01,53.720000000000006,North America
1328,United States,Rice,6.88,8.8,North America
1329,United States,Soybeans,0.04,0.02,North America
1330,United States,Wheat and Wheat Products,80.43,15.34,North America
1331,Uganda,Beef,5.15,158.92000000000002,Africa
1332,Uganda,Eggs,0.97,0.89,Africa
1333,Uganda,Fish,12.5,19.96,Africa
1334,Uganda,Lamb & Goat,1.25,43.77,Africa
1335,Uganda,Milk - inc. cheese,37.27,53.09,Africa
1336,Uganda,Nuts inc. Peanut Butter,3.77,6.67,Africa
1337,Uganda,Pork,3.37,11.93,Africa
1338,Uganda,Poultry,1.51,1.62,Africa
1339,Uganda,Rice,4.64,5.94,Africa
1340,Uganda,Soybeans,0.01,0.0,Africa
1341,Uganda,Wheat and Wheat Products,10.14,1.93,Africa
1342,Ukraine,Beef,8.96,276.48999999999995,Europe
1343,Ukraine,Eggs,18.01,16.54,Europe
1344,Ukraine,Fish,15.23,24.32,Europe
1345,Ukraine,Lamb & Goat,0.41,14.36,Europe
1346,Ukraine,Milk - inc. cheese,145.03,206.58,Europe
1347,Ukraine,Nuts inc. Peanut Butter,2.68,4.74,Europe
1348,Ukraine,Pork,20.56,72.77,Europe
1349,Ukraine,Poultry,24.23,26.03,Europe
1350,Ukraine,Rice,3.0,3.84,Europe
1351,Ukraine,Soybeans,0.02,0.01,Europe
1352,Ukraine,Wheat and Wheat Products,105.15,20.05,Europe
1353,United Arab Emirates,Beef,5.64,174.04,Asia
1354,United Arab Emirates,Eggs,8.229999999999999,7.56,Asia
1355,United Arab Emirates,Fish,20.41,32.59,Asia
1356,United Arab Emirates,Lamb & Goat,9.08,317.98,Asia
1357,United Arab Emirates,Milk - inc. cheese,132.66,188.96,Asia
1358,United Arab Emirates,Nuts inc. Peanut Butter,23.03,40.760000000000005,Asia
1359,United Arab Emirates,Pork,0.0,0.0,Asia
1360,United Arab Emirates,Poultry,41.04,44.09,Asia
1361,United Arab Emirates,Rice,56.25,71.98,Asia
1362,United Arab Emirates,Soybeans,0.08,0.04,Asia
1363,United Arab Emirates,Wheat and Wheat Products,101.29,19.32,Asia
1364,United Kingdom,Beef,18.12,559.15,Europe
1365,United Kingdom,Eggs,11.08,10.18,Europe
1366,United Kingdom,Fish,15.49,24.73,Europe
1367,United Kingdom,Lamb & Goat,4.49,157.23999999999998,Europe
1368,United Kingdom,Milk - inc. cheese,232.2,330.75,Europe
1369,United Kingdom,Nuts inc. Peanut Butter,4.18,7.4,Europe
1370,United Kingdom,Pork,25.79,91.28,Europe
1371,United Kingdom,Poultry,31.55,33.89,Europe
1372,United Kingdom,Rice,6.39,8.18,Europe
1373,United Kingdom,Soybeans,0.05,0.02,Europe
1374,United Kingdom,Wheat and Wheat Products,98.63,18.81,Europe
1375,Uruguay,Beef,29.1,897.9599999999999,South America
1376,Uruguay,Eggs,13.14,12.07,South America
1377,Uruguay,Fish,6.53,10.43,South America
1378,Uruguay,Lamb & Goat,8.229999999999999,288.21,South America
1379,Uruguay,Milk - inc. cheese,210.54,299.89,South America
1380,Uruguay,Nuts inc. Peanut Butter,0.95,1.6800000000000002,South America
1381,Uruguay,Pork,16.84,59.61,South America
1382,Uruguay,Poultry,27.45,29.49,South America
1383,Uruguay,Rice,11.5,14.72,South America
1384,Uruguay,Soybeans,0.01,0.0,South America
1385,Uruguay,Wheat and Wheat Products,109.31,20.85,South America
1386,Venezuela,Beef,25.89,798.91,South America
1387,Venezuela,Eggs,5.63,5.17,South America
1388,Venezuela,Fish,8.34,13.32,South America
1389,Venezuela,Lamb & Goat,0.32,11.21,South America
1390,Venezuela,Milk - inc. cheese,117.79,167.78,South America
1391,Venezuela,Nuts inc. Peanut Butter,0.35,0.62,South America
1392,Venezuela,Pork,7.23,25.59,South America
1393,Venezuela,Poultry,39.28,42.190000000000005,South America
1394,Venezuela,Rice,23.39,29.93,South America
1395,Venezuela,Soybeans,0.0,0.0,South America
1396,Venezuela,Wheat and Wheat Products,49.17,9.38,South America
1397,Vietnam,Beef,7.44,229.58,Asia
1398,Vietnam,Eggs,3.84,3.53,Asia
1399,Vietnam,Fish,26.52,42.34,Asia
1400,Vietnam,Lamb & Goat,0.14,4.9,Asia
1401,Vietnam,Milk - inc. cheese,16.36,23.3,Asia
1402,Vietnam,Nuts inc. Peanut Butter,6.28,11.12,Asia
1403,Vietnam,Pork,35.0,123.88,Asia
1404,Vietnam,Poultry,12.36,13.28,Asia
1405,Vietnam,Rice,144.56,184.99,Asia
1406,Vietnam,Soybeans,5.75,2.59,Asia
1407,Vietnam,Wheat and Wheat Products,10.49,2.0,Asia
1408,Zambia,Beef,4.76,146.88000000000002,Africa
1409,Zambia,Eggs,3.32,3.05,Africa
1410,Zambia,Fish,6.2,9.9,Africa
1411,Zambia,Lamb & Goat,0.6799999999999999,23.81,Africa
1412,Zambia,Milk - inc. cheese,9.71,13.83,Africa
1413,Zambia,Nuts inc. Peanut Butter,5.04,8.92,Africa
1414,Zambia,Pork,1.66,5.88,Africa
1415,Zambia,Poultry,3.29,3.53,Africa
1416,Zambia,Rice,3.05,3.9,Africa
1417,Zambia,Soybeans,7.3,3.29,Africa
1418,Zambia,Wheat and Wheat Products,12.1,2.31,Africa
1419,Zimbabwe,Beef,7.37,227.42,Africa
1420,Zimbabwe,Eggs,1.75,1.61,Africa
1421,Zimbabwe,Fish,2.8,4.470000000000001,Africa
1422,Zimbabwe,Lamb & Goat,0.96,33.620000000000005,Africa
1423,Zimbabwe,Milk - inc. cheese,31.9,45.44,Africa
1424,Zimbabwe,Nuts inc. Peanut Butter,2.22,3.93,Africa
1425,Zimbabwe,Pork,2.65,9.38,Africa
1426,Zimbabwe,Poultry,4.970000000000001,5.34,Africa
1427,Zimbabwe,Rice,10.09,12.91,Africa
1428,Zimbabwe,Soybeans,0.54,0.24,Africa
1429,Zimbabwe,Wheat and Wheat Products,31.31,5.970000000000001,Africa
