,City1_State,City1,City2_State,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
0,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30682,15743,143,81.8,1316,20717788.0,25327369.0,19246,1984,1
1,South Australia,ADELAIDE,Queensland,BRISBANE,30682,3781,32,89.8,1622,6132782.0,6829379.0,4210,1984,1
2,South Australia,ADELAIDE,Queensland,CANBERRA,30682,1339,12,94.7,972,1301508.0,1374348.0,1414,1984,1
3,South Australia,ADELAIDE,Northern Territory,DARWIN,30682,3050,33,66.8,2619,7987950.0,11958009.0,4566,1984,1
4,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30682,1596,16,88.5,1607,2564772.0,2898047.0,1803,1984,1
5,South Australia,ADELAIDE,Victoria,MELBOURNE,30682,50817,711,66.3,643,32675331.0,49284059.0,76647,1984,1
6,South Australia,ADELAIDE,Western Australia,PERTH,30682,18670,144,85.1,2120,39580400.0,46510458.0,21939,1984,1
7,South Australia,ADELAIDE,New South Wales,SYDNEY,30682,37401,358,80.8,1167,43646967.0,54018524.0,46288,1984,1
8,South Australia,ALBURY,New South Wales,SYDNEY,30682,11478,296,79.8,452,5188056.0,6501323.0,14383,1984,1
9,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30682,9035,89,71.2,1305,11790675.0,16559937.0,12690,1984,1
10,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30682,2896,31,75.8,2022,5855712.0,7725214.0,3821,1984,1
11,Queensland,BRISBANE,Queensland,CAIRNS,30682,1397,31,71.9,1391,1943227.0,2702680.0,1943,1984,1
12,Queensland,BRISBANE,Queensland,CANBERRA,30682,593,8,72.7,956,566908.0,779791.0,816,1984,1
13,Queensland,BRISBANE,Northern Territory,DARWIN,30682,2627,22,80.7,2852,7492204.0,9284020.0,3255,1984,1
14,Queensland,BRISBANE,Queensland,MACKAY,30682,192,15,48.2,797,153024.0,317477.0,398,1984,1
15,Queensland,BRISBANE,Victoria,MELBOURNE,30682,31791,324,84.4,1381,43903371.0,52018212.0,37667,1984,1
16,Queensland,BRISBANE,Western Australia,PERTH,30682,566,4,88.2,3615,2046090.0,2319830.0,642,1984,1
17,Queensland,BRISBANE,Western Australia,PROSERPINE,30682,7432,92,76.1,895,6651640.0,8740657.0,9766,1984,1
18,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30682,21633,287,77.2,518,11205894.0,14515407.0,28022,1984,1
19,Queensland,BRISBANE,New South Wales,SYDNEY,30682,95027,990,73.7,753,71555331.0,97090001.0,128938,1984,1
20,Queensland,BRISBANE,Queensland,TOWNSVILLE,30682,35580,376,82,1112,39564960.0,48249951.0,43390,1984,1
21,Western Australia,BROOME,Western Australia,PERTH,30682,573,12,72.5,1677,960921.0,1325408.0,790,1984,1
22,Western Australia,CANBERRA,Victoria,MELBOURNE,30682,21763,323,60.5,470,10228610.0,16906793.0,35972,1984,1
23,Western Australia,CANBERRA,New South Wales,SYDNEY,30682,32529,562,56.4,236,7676844.0,13611426.0,57676,1984,1
24,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30682,6731,166,79.8,443,2981833.0,3736633.0,8435,1984,1
25,Northern Territory,DARWIN,New South Wales,SYDNEY,30682,779,9,56.4,3155,2457745.0,4357704.0,1381,1984,1
26,Tasmania,DEVONPORT,Victoria,MELBOURNE,30682,13300,380,72.5,412,5479600.0,7558069.0,18345,1984,1
27,New South Wales,DUBBO,New South Wales,SYDNEY,30682,4708,136,64.1,310,1459480.0,2276880.0,7345,1984,1
28,New South Wales,GOLD COAST,New South Wales,SYDNEY,30682,42814,454,81.9,680,29113520.0,35547643.0,52276,1984,1
29,Tasmania,HOBART,Victoria,MELBOURNE,30682,35293,440,76.1,618,21811074.0,28661070.0,46377,1984,1
30,Tasmania,KALGOORLIE,Western Australia,PERTH,30682,3551,110,51.4,538,1910438.0,3716805.0,6909,1984,1
31,Western Australia,KARRATHA,Western Australia,PERTH,30682,7609,148,75.5,1250,9511250.0,12597682.0,10078,1984,1
32,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30682,44088,647,74.6,476,20985888.0,28131217.0,59099,1984,1
33,Victoria,MELBOURNE,Victoria,BURNIE,30682,9564,342,64.7,378,3615192.0,5587623.0,14782,1984,1
34,Victoria,MELBOURNE,Victoria,GOLD COAST,30682,20182,159,84.9,1330,26842060.0,31616090.0,23771,1984,1
35,Victoria,MELBOURNE,Victoria,MILDURA,30682,1898,126,42.3,457,867386.0,2050558.0,4487,1984,1
36,Victoria,MELBOURNE,Victoria,NEWCASTLE,30682,577,16,37.2,836,482372.0,1296699.0,1551,1984,1
37,Victoria,MELBOURNE,Western Australia,PERTH,30682,33753,295,82.7,2706,91335618.0,110442102.0,40814,1984,1
38,Victoria,MELBOURNE,New South Wales,SYDNEY,30682,132682,1368,66.5,706,93673492.0,140862394.0,199522,1984,1
39,Western Australia,PERTH,New South Wales,SYDNEY,30682,22569,163,85,3284,74116596.0,87195995.0,26552,1984,1
40,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30682,4818,144,65.3,837,4032666.0,6175599.0,7378,1984,1
41,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30682,4262,50,88.4,1690,7202780.0,8147941.0,4821,1984,1
42,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30682,3843,139,56.5,367,1410381.0,2496250.0,6802,1984,1
43,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30713,9863,91,78.4,1316,12979708.0,16555750.0,12580,1984,2
44,South Australia,ADELAIDE,Queensland,BRISBANE,30713,2302,31,64.2,1622,3733844.0,5815956.0,3586,1984,2
45,South Australia,ADELAIDE,Queensland,CANBERRA,30713,1018,12,73.7,972,989496.0,1342600.0,1381,1984,2
46,South Australia,ADELAIDE,Northern Territory,DARWIN,30713,671,8,58.2,2619,1757349.0,3019500.0,1153,1984,2
47,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30713,825,12,66.7,1607,1325775.0,1987669.0,1237,1984,2
48,South Australia,ADELAIDE,Victoria,MELBOURNE,30713,50605,598,68.7,643,32539015.0,47363923.0,73661,1984,2
49,South Australia,ADELAIDE,Western Australia,PERTH,30713,14556,121,81.5,2120,30858720.0,37863460.0,17860,1984,2
50,South Australia,ADELAIDE,New South Wales,SYDNEY,30713,29680,298,76.7,1167,34636560.0,45158488.0,38696,1984,2
51,South Australia,ALBURY,New South Wales,SYDNEY,30713,9590,276,68.2,452,4334680.0,6355836.0,14062,1984,2
52,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30713,6407,66,67.4,1305,8361135.0,12405245.0,9506,1984,2
53,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30713,2136,26,67.9,2022,4318992.0,6360813.0,3146,1984,2
54,Queensland,BRISBANE,Queensland,CAIRNS,30713,106,19,54.6,1391,147446.0,270048.0,194,1984,2
55,Queensland,BRISBANE,Queensland,CANBERRA,30713,79,2,38.7,956,75524.0,195152.0,204,1984,2
56,Queensland,BRISBANE,Queensland,MACKAY,30713,0,1,0,797,0.0,0.0,0,1984,2
57,Queensland,BRISBANE,Victoria,MELBOURNE,30713,18053,222,71.3,1381,24931193.0,34966610.0,25320,1984,2
58,Queensland,BRISBANE,Western Australia,PERTH,30713,332,4,57.6,3615,1200180.0,2083646.0,576,1984,2
59,Queensland,BRISBANE,Western Australia,PROSERPINE,30713,3864,66,59.7,895,3458280.0,5792764.0,6472,1984,2
60,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30713,17876,256,72.8,518,9259768.0,12719462.0,24555,1984,2
61,Queensland,BRISBANE,New South Wales,SYDNEY,30713,84001,871,70.1,753,63252753.0,90232173.0,119830,1984,2
62,Queensland,BRISBANE,Queensland,TOWNSVILLE,30713,26167,326,77.4,1112,29097704.0,37593933.0,33807,1984,2
63,Western Australia,BROOME,Western Australia,PERTH,30713,814,17,69.3,1677,1365078.0,1969810.0,1175,1984,2
64,Western Australia,CANBERRA,Victoria,MELBOURNE,30713,27564,334,66.9,470,12955080.0,19364843.0,41202,1984,2
65,Western Australia,CANBERRA,New South Wales,SYDNEY,30713,39283,583,61.5,236,9270788.0,15074452.0,63875,1984,2
66,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30713,5139,143,69.1,443,2276577.0,3294612.0,7437,1984,2
67,Tasmania,DEVONPORT,Victoria,MELBOURNE,30713,5907,233,52,412,2433684.0,4680162.0,11360,1984,2
68,New South Wales,DUBBO,New South Wales,SYDNEY,30713,4622,129,65.3,310,1432820.0,2194211.0,7078,1984,2
69,New South Wales,GOLD COAST,New South Wales,SYDNEY,30713,28076,351,72.5,680,19091680.0,26333352.0,38726,1984,2
70,Tasmania,HOBART,Victoria,MELBOURNE,30713,22441,321,72.7,618,13868538.0,19076393.0,30868,1984,2
71,Tasmania,KALGOORLIE,Western Australia,PERTH,30713,4559,112,65.1,538,2452742.0,3767653.0,7003,1984,2
72,Western Australia,KARRATHA,Western Australia,PERTH,30713,6786,127,78.7,1250,8482500.0,10778272.0,8623,1984,2
73,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30713,26872,533,72.3,476,12791072.0,17691663.0,37167,1984,2
74,Victoria,MELBOURNE,Victoria,BURNIE,30713,5925,248,55.6,378,2239650.0,4028147.0,10656,1984,2
75,Victoria,MELBOURNE,Victoria,GOLD COAST,30713,4281,46,78.8,1330,5693730.0,7225546.0,5433,1984,2
76,Victoria,MELBOURNE,Victoria,MILDURA,30713,2452,131,52.6,457,1120564.0,2130350.0,4662,1984,2
77,Victoria,MELBOURNE,Victoria,NEWCASTLE,30713,301,12,25.9,836,251636.0,971568.0,1162,1984,2
78,Victoria,MELBOURNE,Western Australia,PERTH,30713,21775,249,77.4,2706,58923150.0,76128101.0,28133,1984,2
79,Victoria,MELBOURNE,New South Wales,SYDNEY,30713,153549,1311,73.2,706,108405594.0,148095074.0,209766,1984,2
80,Western Australia,PERTH,New South Wales,SYDNEY,30713,13431,114,78.1,3284,44107404.0,56475549.0,17197,1984,2
81,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30713,2780,98,54.9,837,2326860.0,4238361.0,5064,1984,2
82,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30713,1306,17,72.2,1690,2207140.0,3056981.0,1809,1984,2
83,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30713,4295,149,56,367,1576265.0,2814759.0,7670,1984,2
84,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30742,11142,118,71.4,1316,14662872.0,20536235.0,15605,1984,3
85,South Australia,ADELAIDE,Queensland,BRISBANE,30742,2731,38,62.3,1622,4429682.0,7110244.0,4384,1984,3
86,South Australia,ADELAIDE,Queensland,CANBERRA,30742,1218,13,86.3,972,1183896.0,1371838.0,1411,1984,3
87,South Australia,ADELAIDE,Northern Territory,DARWIN,30742,1284,19,53.5,2619,3362796.0,6285600.0,2400,1984,3
88,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30742,1141,19,55.2,1607,1833587.0,3321716.0,2067,1984,3
89,South Australia,ADELAIDE,Victoria,MELBOURNE,30742,56871,677,70.2,643,36568053.0,52091244.0,81013,1984,3
90,South Australia,ADELAIDE,Western Australia,PERTH,30742,15013,129,80.1,2120,31827560.0,39734782.0,18743,1984,3
91,South Australia,ADELAIDE,New South Wales,SYDNEY,30742,35481,368,75.2,1167,41406327.0,55061605.0,47182,1984,3
92,South Australia,ALBURY,New South Wales,SYDNEY,30742,10462,294,70.5,452,4728824.0,6707552.0,14840,1984,3
93,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30742,6842,71,67.5,1305,8928810.0,13227867.0,10136,1984,3
94,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30742,2116,29,64.1,2022,4278552.0,6674808.0,3301,1984,3
95,Queensland,BRISBANE,Queensland,CAIRNS,30742,498,32,48.9,1391,692718.0,1416601.0,1018,1984,3
96,Queensland,BRISBANE,Queensland,CANBERRA,30742,623,10,52.9,956,595588.0,1125875.0,1178,1984,3
97,Queensland,BRISBANE,Queensland,MACKAY,30742,280,6,48.8,797,223160.0,457295.0,574,1984,3
98,Queensland,BRISBANE,Victoria,MELBOURNE,30742,21798,281,69.6,1381,30103038.0,43251491.0,31319,1984,3
99,Queensland,BRISBANE,Western Australia,PERTH,30742,467,5,64.9,3615,1688205.0,2601240.0,720,1984,3
100,Queensland,BRISBANE,Western Australia,PROSERPINE,30742,5248,73,71.5,895,4696960.0,6569175.0,7340,1984,3
101,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30742,21016,278,77.9,518,10886288.0,13974696.0,26978,1984,3
102,Queensland,BRISBANE,New South Wales,SYDNEY,30742,92267,943,71.1,753,69477051.0,97717371.0,129771,1984,3
103,Queensland,BRISBANE,Queensland,TOWNSVILLE,30742,30817,367,80.2,1112,34268504.0,42728808.0,38425,1984,3
104,Western Australia,BROOME,Western Australia,PERTH,30742,311,7,67.3,1677,521547.0,774958.0,462,1984,3
105,Queensland,CAIRNS,New South Wales,SYDNEY,30742,77,1,75.5,1971,151767.0,201016.0,102,1984,3
106,Queensland,CANBERRA,Victoria,MELBOURNE,30742,31024,390,64,470,14581280.0,22783250.0,48475,1984,3
107,Queensland,CANBERRA,New South Wales,SYDNEY,30742,45423,650,63.8,236,10719828.0,16802238.0,71196,1984,3
108,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30742,5022,133,73,443,2224746.0,3047597.0,6879,1984,3
109,Tasmania,DEVONPORT,Victoria,MELBOURNE,30742,6190,242,52.4,412,2550280.0,4866947.0,11813,1984,3
110,New South Wales,DUBBO,New South Wales,SYDNEY,30742,4574,124,67.4,310,1417940.0,2103769.0,6786,1984,3
111,New South Wales,GOLD COAST,New South Wales,SYDNEY,30742,29516,369,72.5,680,20070880.0,27683972.0,40712,1984,3
112,Tasmania,HOBART,Victoria,MELBOURNE,30742,23966,379,66.1,618,14810988.0,22406941.0,36257,1984,3
113,Tasmania,KALGOORLIE,Western Australia,PERTH,30742,6037,232,59,538,3247906.0,5504925.0,10232,1984,3
114,Western Australia,KARRATHA,Western Australia,PERTH,30742,8047,153,78,1250,10058750.0,12895833.0,10317,1984,3
115,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30742,34447,581,72.7,476,16396772.0,22554019.0,47382,1984,3
116,Victoria,MELBOURNE,Victoria,BURNIE,30742,5952,266,52.3,378,2249856.0,4301828.0,11380,1984,3
117,Victoria,MELBOURNE,Victoria,GOLD COAST,30742,5894,68,71.7,1330,7839020.0,10933082.0,8220,1984,3
118,Victoria,MELBOURNE,Victoria,MILDURA,30742,3309,253,45.6,457,1512213.0,3316257.0,7257,1984,3
119,Victoria,MELBOURNE,Victoria,NEWCASTLE,30742,81,2,44,836,67716.0,153900.0,184,1984,3
120,Victoria,MELBOURNE,Western Australia,PERTH,30742,23104,265,77.8,2706,62519424.0,80359157.0,29697,1984,3
121,Victoria,MELBOURNE,New South Wales,SYDNEY,30742,166780,1461,72.3,706,117746680.0,162858479.0,230678,1984,3
122,Western Australia,PERTH,New South Wales,SYDNEY,30742,13765,122,76.4,3284,45204260.0,59167880.0,18017,1984,3
123,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30742,3178,98,63.2,837,2659986.0,4208839.0,5028,1984,3
124,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30742,1041,13,81.6,1690,1759290.0,2155993.0,1276,1984,3
125,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30742,4732,148,61.5,367,1736644.0,2823811.0,7694,1984,3
126,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30773,12809,123,77.9,1316,16856644.0,21638824.0,16443,1984,4
127,South Australia,ADELAIDE,Queensland,BRISBANE,30773,3198,36,72.8,1622,5187156.0,7125214.0,4393,1984,4
128,South Australia,ADELAIDE,Queensland,CANBERRA,30773,1223,14,76.5,972,1188756.0,1553929.0,1599,1984,4
129,South Australia,ADELAIDE,Northern Territory,DARWIN,30773,1186,16,57.8,2619,3106134.0,5373934.0,2052,1984,4
130,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30773,833,15,56.7,1607,1338631.0,2360901.0,1469,1984,4
131,South Australia,ADELAIDE,Victoria,MELBOURNE,30773,53639,633,71.7,643,34489877.0,48103036.0,74810,1984,4
132,South Australia,ADELAIDE,Western Australia,PERTH,30773,15758,134,80.9,2120,33406960.0,41294141.0,19478,1984,4
133,South Australia,ADELAIDE,New South Wales,SYDNEY,30773,34894,358,76.4,1167,40721298.0,53300128.0,45673,1984,4
134,South Australia,ALBURY,New South Wales,SYDNEY,30773,9366,243,77.2,452,4233432.0,5483720.0,12132,1984,4
135,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30773,7473,73,71.1,1305,9752265.0,13716266.0,10511,1984,4
136,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30773,2272,25,77.7,2022,4593984.0,5912463.0,2924,1984,4
137,Queensland,BRISBANE,Queensland,CAIRNS,30773,3757,61,79,1391,5225987.0,6615173.0,4756,1984,4
138,Queensland,BRISBANE,Queensland,CANBERRA,30773,396,7,56.3,956,378576.0,672426.0,703,1984,4
139,Queensland,BRISBANE,Northern Territory,DARWIN,30773,1449,13,77.4,2852,4132548.0,5339209.0,1872,1984,4
140,Queensland,BRISBANE,Queensland,MACKAY,30773,1274,22,63.4,797,1015378.0,1601543.0,2009,1984,4
141,Queensland,BRISBANE,Victoria,MELBOURNE,30773,27681,292,80.1,1381,38227461.0,47724670.0,34558,1984,4
142,Queensland,BRISBANE,Western Australia,PERTH,30773,535,5,74.3,3615,1934025.0,2602995.0,720,1984,4
143,Queensland,BRISBANE,Western Australia,PROSERPINE,30773,7099,81,80.6,895,6353605.0,7882885.0,8808,1984,4
144,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30773,20854,277,77.3,518,10802372.0,13974608.0,26978,1984,4
145,Queensland,BRISBANE,New South Wales,SYDNEY,30773,101132,943,74.8,753,76152396.0,101808016.0,135203,1984,4
146,Queensland,BRISBANE,Queensland,TOWNSVILLE,30773,36569,366,87.3,1112,40664728.0,46580444.0,41889,1984,4
147,Western Australia,BROOME,Western Australia,PERTH,30773,399,10,58.3,1677,669123.0,1147724.0,684,1984,4
148,Queensland,CAIRNS,New South Wales,SYDNEY,30773,19,1,18.6,1971,37449.0,201339.0,102,1984,4
149,Queensland,CANBERRA,Victoria,MELBOURNE,30773,28168,358,66.3,470,13238960.0,19968265.0,42486,1984,4
150,Queensland,CANBERRA,New South Wales,SYDNEY,30773,39736,575,63.9,236,9377696.0,14675581.0,62185,1984,4
151,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30773,6204,164,72.9,443,2748372.0,3770058.0,8510,1984,4
152,Northern Territory,DARWIN,New South Wales,SYDNEY,30773,76,1,52.8,3155,239780.0,454129.0,144,1984,4
153,Tasmania,DEVONPORT,Victoria,MELBOURNE,30773,7688,292,57.1,412,3167456.0,5547208.0,13464,1984,4
154,New South Wales,DUBBO,New South Wales,SYDNEY,30773,5122,134,71.5,310,1587820.0,2220727.0,7164,1984,4
155,New South Wales,GOLD COAST,New South Wales,SYDNEY,30773,36758,426,72.4,680,24995440.0,34524088.0,50771,1984,4
156,Tasmania,HOBART,Victoria,MELBOURNE,30773,29858,401,71.8,618,18452244.0,25699504.0,41585,1984,4
157,Tasmania,KALGOORLIE,Western Australia,PERTH,30773,5079,229,59.4,538,2732502.0,4600172.0,8551,1984,4
158,Western Australia,KARRATHA,Western Australia,PERTH,30773,7578,139,80.7,1250,9472500.0,11737918.0,9390,1984,4
159,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30773,34177,592,70.9,476,16268252.0,22945348.0,48205,1984,4
160,Victoria,MELBOURNE,Victoria,BURNIE,30773,7334,266,65.5,378,2772252.0,4232446.0,11197,1984,4
161,Victoria,MELBOURNE,Victoria,GOLD COAST,30773,13765,148,73.8,1330,18307450.0,24806843.0,18652,1984,4
162,Victoria,MELBOURNE,Victoria,MILDURA,30773,2405,242,38,457,1099085.0,2892329.0,6329,1984,4
163,Victoria,MELBOURNE,Western Australia,PERTH,30773,23931,222,79.3,2706,64757286.0,81661142.0,30178,1984,4
164,Victoria,MELBOURNE,New South Wales,SYDNEY,30773,153105,1355,73.4,706,108092130.0,147264482.0,208590,1984,4
165,Western Australia,PERTH,New South Wales,SYDNEY,30773,14839,128,78.4,3284,48731276.0,62157240.0,18927,1984,4
166,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30773,4423,111,68.1,837,3702051.0,5436198.0,6495,1984,4
167,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30773,1680,18,95.1,1690,2839200.0,2985489.0,1767,1984,4
168,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30773,5035,143,67.7,367,1847845.0,2729461.0,7437,1984,4
169,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30803,14490,135,77.2,1316,19068840.0,24700570.0,18769,1984,5
170,South Australia,ADELAIDE,Queensland,BRISBANE,30803,3378,34,76.6,1622,5479116.0,7152893.0,4410,1984,5
171,South Australia,ADELAIDE,Queensland,CANBERRA,30803,1347,13,86.5,972,1309284.0,1513623.0,1557,1984,5
172,South Australia,ADELAIDE,Northern Territory,DARWIN,30803,2790,32,66.6,2619,7307010.0,10971486.0,4189,1984,5
173,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30803,1258,14,70,1607,2021606.0,2888009.0,1797,1984,5
174,South Australia,ADELAIDE,Victoria,MELBOURNE,30803,60701,714,71.6,643,39030743.0,54512211.0,84778,1984,5
175,South Australia,ADELAIDE,Western Australia,PERTH,30803,16186,140,79.4,2120,34314320.0,43217028.0,20385,1984,5
176,South Australia,ADELAIDE,New South Wales,SYDNEY,30803,39198,380,79.1,1167,45744066.0,57830678.0,49555,1984,5
177,South Australia,ALBURY,New South Wales,SYDNEY,30803,10110,245,76.9,452,4569720.0,5942419.0,13147,1984,5
178,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30803,8919,82,76.1,1305,11639295.0,15294737.0,11720,1984,5
179,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30803,2615,29,74.2,2022,5287530.0,7126051.0,3524,1984,5
180,Queensland,BRISBANE,Queensland,CAIRNS,30803,2187,34,66.7,1391,3042117.0,4560895.0,3279,1984,5
181,Queensland,BRISBANE,Queensland,CANBERRA,30803,462,8,56.6,956,441672.0,780339.0,816,1984,5
182,Queensland,BRISBANE,Northern Territory,DARWIN,30803,681,6,78.8,2852,1942212.0,2464736.0,864,1984,5
183,Queensland,BRISBANE,Queensland,MACKAY,30803,541,12,46.8,797,431177.0,921318.0,1156,1984,5
184,Queensland,BRISBANE,Victoria,MELBOURNE,30803,30108,345,73.8,1381,41579148.0,56340309.0,40797,1984,5
185,Queensland,BRISBANE,Western Australia,PERTH,30803,438,4,76,3615,1583370.0,2083382.0,576,1984,5
186,Queensland,BRISBANE,Western Australia,PROSERPINE,30803,6906,89,68.4,895,6180870.0,9036360.0,10096,1984,5
187,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30803,21779,288,76.2,518,11281522.0,14805147.0,28581,1984,5
188,Queensland,BRISBANE,New South Wales,SYDNEY,30803,99508,1010,70.3,753,74929524.0,106585383.0,141548,1984,5
189,Queensland,BRISBANE,Queensland,TOWNSVILLE,30803,34236,411,80.1,1112,38070432.0,47528629.0,42742,1984,5
190,Western Australia,BROOME,Western Australia,PERTH,30803,455,9,74.6,1677,763035.0,1022835.0,610,1984,5
191,Queensland,CAIRNS,New South Wales,SYDNEY,30803,231,3,75.5,1971,455301.0,603048.0,306,1984,5
192,Queensland,CANBERRA,Victoria,MELBOURNE,30803,33300,406,65.1,470,15651000.0,24041475.0,51152,1984,5
193,Queensland,CANBERRA,New South Wales,SYDNEY,30803,47779,648,66.3,236,11275844.0,17007306.0,72065,1984,5
194,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30803,5764,145,76.4,443,2553452.0,3342215.0,7545,1984,5
195,Tasmania,DEVONPORT,Victoria,MELBOURNE,30803,6471,272,51.3,412,2666052.0,5196982.0,12614,1984,5
196,New South Wales,DUBBO,New South Wales,SYDNEY,30803,5621,141,74.2,310,1742510.0,2348396.0,7575,1984,5
197,New South Wales,GOLD COAST,New South Wales,SYDNEY,30803,32358,436,66.8,680,22003440.0,32939281.0,48440,1984,5
198,Tasmania,HOBART,Victoria,MELBOURNE,30803,24970,385,69.1,618,15431460.0,22332069.0,36136,1984,5
199,Tasmania,KALGOORLIE,Western Australia,PERTH,30803,6084,245,59.5,538,3273192.0,5501163.0,10225,1984,5
200,Western Australia,KARRATHA,Western Australia,PERTH,30803,9872,179,82.1,1250,12340000.0,15030451.0,12024,1984,5
201,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30803,29011,611,67,476,13809236.0,20610800.0,43300,1984,5
202,Victoria,MELBOURNE,Victoria,BURNIE,30803,6107,271,53.6,378,2308446.0,4306802.0,11394,1984,5
203,Victoria,MELBOURNE,Victoria,GOLD COAST,30803,15224,150,73.9,1330,20247920.0,27399080.0,20601,1984,5
204,Victoria,MELBOURNE,Victoria,MILDURA,30803,3101,312,37.9,457,1417157.0,3739201.0,8182,1984,5
205,Victoria,MELBOURNE,Western Australia,PERTH,30803,26253,259,76.9,2706,71040618.0,92380518.0,34139,1984,5
206,Victoria,MELBOURNE,New South Wales,SYDNEY,30803,170378,1494,74.2,706,120286868.0,162111682.0,229620,1984,5
207,Western Australia,PERTH,New South Wales,SYDNEY,30803,17088,150,77.5,3284,56116992.0,72409022.0,22049,1984,5
208,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30803,4194,104,63.2,837,3510378.0,5554396.0,6636,1984,5
209,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30803,6126,76,76,1690,10352940.0,13622289.0,8061,1984,5
210,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30803,5092,149,65.7,367,1868764.0,2844390.0,7750,1984,5
211,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30834,11888,124,73.6,1316,15644608.0,21256261.0,16152,1984,6
212,South Australia,ADELAIDE,Queensland,BRISBANE,30834,2820,38,60.8,1622,4574040.0,7523092.0,4638,1984,6
213,South Australia,ADELAIDE,Queensland,CANBERRA,30834,798,10,77.3,972,775656.0,1003436.0,1032,1984,6
214,South Australia,ADELAIDE,Northern Territory,DARWIN,30834,2952,27,84.1,2619,7731288.0,9192970.0,3510,1984,6
215,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30834,973,18,52.6,1607,1563611.0,2972644.0,1850,1984,6
216,South Australia,ADELAIDE,Victoria,MELBOURNE,30834,51771,648,68.6,643,33288753.0,48525879.0,75468,1984,6
217,South Australia,ADELAIDE,Western Australia,PERTH,30834,14465,126,79.7,2120,30665800.0,38476537.0,18149,1984,6
218,South Australia,ADELAIDE,New South Wales,SYDNEY,30834,31115,317,76.4,1167,36311205.0,47527755.0,40726,1984,6
219,South Australia,ALBURY,New South Wales,SYDNEY,30834,9241,246,72.1,452,4176932.0,5793248.0,12817,1984,6
220,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30834,9017,75,84.1,1305,11767185.0,13991897.0,10722,1984,6
221,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30834,2597,31,69.5,2022,5251134.0,7555588.0,3737,1984,6
222,Queensland,BRISBANE,Queensland,CAIRNS,30834,2007,32,80.5,1391,2791737.0,3467996.0,2493,1984,6
223,Queensland,BRISBANE,Queensland,CANBERRA,30834,281,7,37.2,956,268636.0,722140.0,755,1984,6
