,City1_State,City1,City2_State,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
1001,Queensland,BRISBANE,Victoria,MELBOURNE,31382,34859,367,78.9,1381,48140279.0,61014295.0,44181,1985,12
1002,Queensland,BRISBANE,Western Australia,PERTH,31382,669,5,78.3,3615,2418435.0,3088678.0,854,1985,12
1003,Queensland,BRISBANE,Western Australia,PROSERPINE,31382,4793,77,60.5,895,4289735.0,7090471.0,7922,1985,12
1004,Queensland,BRISBANE,Queensland,ROCKHAMPTON,31382,21311,301,72.7,518,11039098.0,15184454.0,29314,1985,12
1005,Queensland,BRISBANE,New South Wales,SYDNEY,31382,102843,979,71.5,753,77440779.0,108308782.0,143836,1985,12
1006,Queensland,BRISBANE,Queensland,TOWNSVILLE,31382,36034,388,82.6,1112,40069808.0,48510663.0,43625,1985,12
1007,Western Australia,BROOME,Western Australia,PERTH,31382,373,6,84,1677,625521.0,744668.0,444,1985,12
1008,Queensland,CAIRNS,New South Wales,SYDNEY,31382,699,9,55.7,1971,1377729.0,2473481.0,1255,1985,12
1009,Queensland,CANBERRA,Victoria,MELBOURNE,31382,28221,455,58.6,470,13263870.0,22634590.0,48159,1985,12
1010,Queensland,CANBERRA,New South Wales,SYDNEY,31382,43740,918,55.8,236,10322640.0,18499355.0,78387,1985,12
1011,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,31382,6684,190,67.8,443,2961012.0,4367274.0,9858,1985,12
1012,Northern Territory,DARWIN,New South Wales,SYDNEY,31382,609,7,60.4,3155,1921395.0,3181118.0,1008,1985,12
1013,Tasmania,DEVONPORT,Victoria,MELBOURNE,31382,13396,423,68.8,412,5519152.0,8022023.0,19471,1985,12
1014,New South Wales,DUBBO,New South Wales,SYDNEY,31382,5504,157,66.8,310,1706240.0,2554251.0,8240,1985,12
1015,New South Wales,GOLD COAST,New South Wales,SYDNEY,31382,42478,486,75.5,680,28885040.0,38258331.0,56262,1985,12
1016,Tasmania,HOBART,Victoria,MELBOURNE,31382,27007,379,71.7,618,16690326.0,23278000.0,37667,1985,12
1017,Tasmania,KALGOORLIE,Western Australia,PERTH,31382,6463,244,69.1,538,3477094.0,5031974.0,9353,1985,12
1018,Western Australia,KARRATHA,Western Australia,PERTH,31382,12410,240,74.2,1250,15512500.0,20906334.0,16725,1985,12
1019,Tasmania,LAUNCESTON,Victoria,MELBOURNE,31382,34455,643,66.3,476,16400580.0,24736923.0,51968,1985,12
1020,Victoria,MELBOURNE,Victoria,BURNIE,31382,8043,282,69.5,378,3040254.0,4374466.0,11573,1985,12
1021,Victoria,MELBOURNE,Victoria,GOLD COAST,31382,17006,151,72.7,1330,22617980.0,31111389.0,23392,1985,12
1022,Victoria,MELBOURNE,Victoria,MILDURA,31382,3876,301,48.2,457,1771332.0,3674963.0,8041,1985,12
1023,Victoria,MELBOURNE,Western Australia,PERTH,31382,35181,297,78.3,2706,95199786.0,121583379.0,44931,1985,12
1024,Victoria,MELBOURNE,New South Wales,SYDNEY,31382,159073,1479,68.3,706,112305538.0,164429777.0,232903,1985,12
1025,Western Australia,PERTH,New South Wales,SYDNEY,31382,21282,160,81.7,3284,69890088.0,85544783.0,26049,1985,12
1026,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,31382,1158,29,72.6,1454,1683732.0,2319190.0,1595,1985,12
1027,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,31382,5815,132,70.1,837,4867155.0,6943160.0,8295,1985,12
1028,New South Wales,SYDNEY,Queensland,TOWNSVILLE,31382,6986,86,83.4,1690,11806340.0,14156283.0,8376,1985,12
1029,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,31382,5041,174,55.7,367,1850047.0,3321449.0,9050,1985,12
1030,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,31413,14493,129,77.7,1316,19072788.0,24546703.0,18653,1986,1
1031,South Australia,ADELAIDE,Queensland,BRISBANE,31413,4997,42,96.5,1622,8105134.0,8399103.0,5178,1986,1
1032,South Australia,ADELAIDE,Queensland,CANBERRA,31413,1460,16,80.1,972,1419120.0,1771685.0,1823,1986,1
1033,South Australia,ADELAIDE,Northern Territory,DARWIN,31413,3561,36,66.1,2619,9326259.0,14109318.0,5387,1986,1
1034,South Australia,ADELAIDE,Northern Territory,GOLD COAST,31413,1650,16,84.2,1607,2651550.0,3149109.0,1960,1986,1
1035,South Australia,ADELAIDE,Victoria,MELBOURNE,31413,56246,659,65.3,643,36166178.0,55384652.0,86135,1986,1
1036,South Australia,ADELAIDE,Western Australia,PERTH,31413,21369,153,86.5,2120,45302280.0,52372578.0,24704,1986,1
1037,South Australia,ADELAIDE,New South Wales,SYDNEY,31413,40139,385,77.3,1167,46842213.0,60597947.0,51926,1986,1
1038,South Australia,ALBURY,New South Wales,SYDNEY,31413,15558,354,78.1,452,7032216.0,9004118.0,19921,1986,1
1039,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,31413,11103,118,65,1305,14489415.0,22291408.0,17082,1986,1
1040,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,31413,5508,58,70.3,2022,11137176.0,15842356.0,7835,1986,1
1041,Queensland,BRISBANE,Queensland,CAIRNS,31413,1448,19,72.2,1391,2014168.0,2789706.0,2006,1986,1
1042,Queensland,BRISBANE,Queensland,CANBERRA,31413,633,8,74.5,956,605148.0,812279.0,850,1986,1
1043,Queensland,BRISBANE,Northern Territory,DARWIN,31413,4557,39,69.5,2852,12996564.0,18700092.0,6557,1986,1
1044,Queensland,BRISBANE,Queensland,MACKAY,31413,2075,31,63,797,1653775.0,2625040.0,3294,1986,1
1045,Queensland,BRISBANE,Victoria,MELBOURNE,31413,38182,395,82.4,1381,52729342.0,63991920.0,46337,1986,1
1046,Queensland,BRISBANE,Western Australia,PERTH,31413,826,5,89.7,3615,2985990.0,3328863.0,921,1986,1
1047,Queensland,BRISBANE,Western Australia,PROSERPINE,31413,6407,81,72.9,895,5734265.0,7865933.0,8789,1986,1
1048,Queensland,BRISBANE,Queensland,ROCKHAMPTON,31413,20853,302,70.5,518,10801854.0,15321779.0,29579,1986,1
1049,Queensland,BRISBANE,New South Wales,SYDNEY,31413,102506,955,72.5,753,77187018.0,106464852.0,141388,1986,1
1050,Queensland,BRISBANE,Queensland,TOWNSVILLE,31413,37155,372,85.3,1112,41316360.0,48436530.0,43558,1986,1
1051,Western Australia,BROOME,Western Australia,PERTH,31413,564,10,80.1,1677,945828.0,1180809.0,704,1986,1
1052,Queensland,CAIRNS,New South Wales,SYDNEY,31413,636,6,73.6,1971,1253556.0,1703201.0,864,1986,1
1053,Queensland,CANBERRA,Victoria,MELBOURNE,31413,23988,373,59,470,11274360.0,19109085.0,40658,1986,1
1054,Queensland,CANBERRA,New South Wales,SYDNEY,31413,39656,845,56.1,236,9358816.0,16682381.0,70688,1986,1
1055,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,31413,6981,170,79.3,443,3092583.0,3899852.0,8803,1986,1
1056,Tasmania,DEVONPORT,Victoria,MELBOURNE,31413,15481,432,79.3,412,6378172.0,8043092.0,19522,1986,1
1057,New South Wales,DUBBO,New South Wales,SYDNEY,31413,4755,146,62,310,1474050.0,2377500.0,7669,1986,1
1058,New South Wales,GOLD COAST,New South Wales,SYDNEY,31413,53664,556,82.7,680,36491520.0,44125175.0,64890,1986,1
1059,Tasmania,HOBART,Victoria,MELBOURNE,31413,34541,444,75.1,618,21346338.0,28423885.0,45993,1986,1
1060,Tasmania,KALGOORLIE,Western Australia,PERTH,31413,5945,252,62.8,538,3198410.0,5093010.0,9467,1986,1
1061,Western Australia,KARRATHA,Western Australia,PERTH,31413,12437,223,77.9,1250,15546250.0,19956675.0,15965,1986,1
1062,Tasmania,LAUNCESTON,Victoria,MELBOURNE,31413,40389,616,69.8,476,19225164.0,27543215.0,57864,1986,1
1063,Victoria,MELBOURNE,Victoria,BURNIE,31413,8680,293,72.8,378,3281040.0,4506923.0,11923,1986,1
1064,Victoria,MELBOURNE,Victoria,GOLD COAST,31413,25634,188,84.7,1330,34093220.0,40251736.0,30264,1986,1
1065,Victoria,MELBOURNE,Victoria,MILDURA,31413,2960,279,39.5,457,1352720.0,3424608.0,7494,1986,1
1066,Victoria,MELBOURNE,Western Australia,PERTH,31413,38839,279,86.6,2706,105098334.0,121360663.0,44849,1986,1
1067,Victoria,MELBOURNE,New South Wales,SYDNEY,31413,147237,1370,68,706,103949322.0,152866650.0,216525,1986,1
1068,Western Australia,PERTH,New South Wales,SYDNEY,31413,25013,174,87.1,3284,82142692.0,94308487.0,28718,1986,1
1069,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,31413,1778,38,85.1,1454,2585212.0,3037852.0,2089,1986,1
1070,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,31413,6734,136,79.4,837,5636358.0,7098688.0,8481,1986,1
1071,New South Wales,SYDNEY,Queensland,TOWNSVILLE,31413,7441,84,89.1,1690,12575290.0,14113681.0,8351,1986,1
1072,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,31413,4252,158,51.8,367,1560484.0,3012517.0,8208,1986,1
1073,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,31444,11329,106,76.5,1316,14908964.0,19488842.0,14809,1986,2
1074,South Australia,ADELAIDE,Queensland,BRISBANE,31444,2462,33,63.7,1622,3993364.0,6269017.0,3865,1986,2
1075,South Australia,ADELAIDE,Queensland,CANBERRA,31444,1890,25,70.8,972,1837080.0,2594746.0,2669,1986,2
1076,South Australia,ADELAIDE,Northern Territory,DARWIN,31444,1042,13,55.7,2619,2728998.0,4899458.0,1871,1986,2
1077,South Australia,ADELAIDE,Northern Territory,GOLD COAST,31444,985,12,68.6,1607,1582895.0,2307427.0,1436,1986,2
1078,South Australia,ADELAIDE,Victoria,MELBOURNE,31444,56854,599,73.6,643,36557122.0,49670003.0,77247,1986,2
